Frame,ID,X,Y,Z
0,0,160.40785789489746,697.4239883422852,9.204098887494183e-07
0,1,226.3002347946167,658.4331197738647,-0.06991974264383316
0,2,267.4413013458252,589.7700634002686,-0.08518972247838974
0,3,290.3166675567627,527.1813726425171,-0.09342809021472931
0,4,316.6070079803467,480.6867332458496,-0.0972328633069992
0,5,222.14906215667725,504.662579536438,-0.008708611130714417
0,6,232.45129108428955,431.7435550689697,-0.03068259358406067
0,7,234.8952341079712,387.64716243743896,-0.058474306017160416
0,8,236.27853870391846,349.1921691894531,-0.08050837367773056
0,9,179.56028938293457,497.534912109375,0.002610332565382123
0,10,182.30647087097168,419.8764591217041,-0.01059728767722845
0,11,184.05468463897705,369.6093120574951,-0.03541295602917671
0,12,186.58879280090332,328.8123788833618,-0.05462908744812012
0,13,140.59776306152344,506.80956840515137,0.002310582436621189
0,14,140.6497621536255,436.7383861541748,-0.015957389026880264
0,15,146.05672359466553,394.1424140930176,-0.03625111281871796
0,16,153.737211227417,356.6899251937866,-0.051569171249866486
0,17,102.10772037506104,529.17844581604,-0.006467326078563929
0,18,94.66479063034058,480.71337032318115,-0.02728182077407837
0,19,92.54669666290283,449.4440698623657,-0.03647337108850479
0,20,94.44631576538086,419.5164794921875,-0.041777752339839935
0,0,158.6840057373047,699.5238189697266,9.436097911930119e-07
0,1,229.11874294281006,660.5465469360352,-0.0635993480682373
0,2,271.453914642334,592.641206741333,-0.0752197653055191
0,3,291.89558029174805,529.033281326294,-0.08135028928518295
0,4,317.2790336608887,483.8953638076782,-0.08331500738859177
0,5,222.34740257263184,505.3821849822998,-0.00011728522076737136
0,6,235.42047500610352,434.31567573547363,-0.019096268340945244
0,7,237.6555633544922,389.3486752510071,-0.043790724128484726
0,8,238.6950445175171,350.25810718536377,-0.06431670486927032
0,9,180.24034023284912,498.2163562774658,0.009986012242734432
0,10,182.87047863006592,421.06663608551025,-0.0019071297720074654
0,11,184.11084651947021,370.8953218460083,-0.02460007555782795
0,12,185.92025756835938,328.7079029083252,-0.042836643755435944
0,13,141.52650833129883,506.80779933929443,0.00886125024408102
0,14,139.60998058319092,437.1209087371826,-0.007943318225443363
0,15,143.3895206451416,393.82064628601074,-0.027503062039613724
0,16,148.72843265533447,354.888409614563,-0.04318086430430412
0,17,104.4811463356018,527.4279298782349,-0.0003061525640077889
0,18,95.20580291748047,481.59871196746826,-0.019624296575784683
0,19,93.31653356552124,451.13130378723145,-0.029659075662493706
0,20,94.19158458709717,421.2227940559387,-0.03633081167936325
0,0,161.04997158050537,700.6023426055908,9.511468874734419e-07
0,1,230.78630447387695,660.2987260818481,-0.06194821745157242
0,2,272.9765510559082,591.5497941970825,-0.07270871102809906
0,3,293.5155773162842,528.3510284423828,-0.07842240482568741
0,4,318.050594329834,483.19279193878174,-0.0799473375082016
0,5,223.5836362838745,505.0187177658081,0.0018659428460523486
0,6,236.0736608505249,433.00176525115967,-0.015930265188217163
0,7,238.24660778045654,387.9123201370239,-0.0399443693459034
0,8,239.33754444122314,348.87530422210693,-0.0597868449985981
0,9,181.44723415374756,498.0352544784546,0.011557647958397865
0,10,183.20098400115967,421.2598180770874,0.001280536176636815
0,11,184.12532329559326,370.8410873413086,-0.02110106125473976
0,12,185.6192922592163,328.65836906433105,-0.039335306733846664
0,13,142.55516052246094,506.69796562194824,0.010154004208743572
0,14,140.57101249694824,437.4960517883301,-0.004372670780867338
0,15,144.50690746307373,394.02467012405396,-0.023725954815745354
0,16,149.91382598876953,355.4069228172302,-0.039650704711675644
0,17,105.25801420211792,527.162974357605,0.0007340596057474613
0,18,95.77956676483154,481.16240978240967,-0.016814885661005974
0,19,93.88864517211914,449.90948581695557,-0.026751061901450157
0,20,94.83736038208008,419.63834285736084,-0.03349072486162186
0,0,161.1723232269287,700.4977149963379,9.402090768162452e-07
0,1,230.25043487548828,660.1605367660522,-0.060604337602853775
0,2,272.9596710205078,591.8232412338257,-0.07250760495662689
0,3,293.2164001464844,529.0724029541016,-0.0799526795744896
0,4,317.66369819641113,483.66472816467285,-0.08337394148111343
0,5,223.41602325439453,504.9882392883301,-0.0004441083874553442
0,6,235.9387493133545,432.8625650405884,-0.021085117012262344
0,7,238.4652042388916,387.64271450042725,-0.04657799378037453
0,8,239.935040473938,348.5132522583008,-0.0673031210899353
0,9,181.49986267089844,498.0655813217163,0.00711106788367033
0,10,183.03025245666504,420.9995126724243,-0.006594874896109104
0,11,184.0843677520752,370.28822898864746,-0.030521240085363388
0,12,185.74195861816406,327.8809404373169,-0.049628403037786484
0,13,142.8008222579956,506.75750732421875,0.0037950517144054174
0,14,140.53045749664307,437.0881052017212,-0.01380135677754879
0,15,144.46972846984863,393.4635982513428,-0.0336846299469471
